"","population","family","body","sub","mid","ilab","slab","post"
"555","INLAND","355",165.394547,81.062586,21.190963,19.608087,14.556188,6.125825
"556","INLAND","355",167.394547,83.062586,21.190963,19.608087,15.556188,7.125825
"557","INLAND","355",167.394547,80.062586,21.190963,19.608087,14.556188,6.125825
"558","INLAND","355",168.394547,82.062586,21.190963,19.608087,13.556188,6.125825
"559","INLAND","355",170.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"560","INLAND","358",168.051645,79.963572,20.954545,20.638325,15.809951,6.190111
"561","INLAND","358",168.394547,80.062586,21.190963,22.608087,16.556188,6.125825
"562","INLAND","358",169.394547,83.062586,19.190963,19.608087,15.556188,6.125825
"563","INLAND","369",169.051645,81.963572,20.954545,19.638325,15.809951,6.190111
"564","INLAND","369",169.394547,77.062586,21.190963,19.608087,15.556188,6.125825
"565","INLAND","369",169.394547,83.062586,21.190963,23.608087,16.556188,6.125825
"566","INLAND","370",170.051645,77.963572,18.954545,19.638325,16.809951,6.190111
"567","INLAND","370",166.394547,NA,21.190963,19.608087,14.556188,5.125825
"568","INLAND","370",167.394547,80.062586,21.190963,19.608087,17.556188,6.125825
"569","INLAND","370",173.394547,NA,21.190963,21.608087,15.556188,6.125825
"570","INLAND","371",165.051645,82.963572,20.954545,19.638325,15.809951,6.190111
"571","INLAND","371",163.394547,81.062586,21.190963,19.608087,15.556188,5.125825
"572","INLAND","371",163.394547,83.062586,21.190963,20.608087,15.556188,4.125825
"573","INLAND","371",165.394547,82.062586,21.190963,19.608087,16.556188,4.125825
"574","INLAND","371",166.394547,NA,21.190963,19.608087,14.556188,4.125825
"575","INLAND","371",167.394547,83.062586,21.190963,20.608087,15.556188,5.125825
"576","INLAND","371",166.394547,81.062586,21.190963,22.608087,15.556188,4.125825
"577","INLAND","374",NA,NA,20.954545,21.638325,14.809951,6.190111
"578","INLAND","374",NA,74.062586,21.190963,19.608087,15.556188,4.125825
"579","INLAND","374",161.394547,80.062586,21.190963,19.608087,15.556188,6.125825
"580","INLAND","374",161.394547,80.062586,21.190963,19.608087,15.556188,4.125825
"581","INLAND","374",162.394547,72.062586,21.190963,19.608087,15.556188,5.125825
"582","INLAND","374",165.394547,83.062586,21.190963,19.608087,15.556188,4.125825
"583","INLAND","374",166.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"584","INLAND","374",165.394547,80.062586,21.190963,20.608087,13.556188,4.125825
"585","INLAND","375",160.051645,76.963572,20.954545,19.638325,15.809951,6.190111
"586","INLAND","375",160.394547,NA,21.190963,19.608087,15.556188,6.125825
"587","INLAND","375",168.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"588","INLAND","375",155.394547,80.062586,21.190963,19.608087,15.556188,6.125825
"589","INLAND","376",170.051645,83.963572,18.954545,18.638325,15.809951,6.190111
"590","INLAND","376",156.394547,85.062586,19.190963,21.608087,14.556188,6.125825
"591","INLAND","376",169.394547,75.062586,19.190963,21.608087,15.556188,5.125825
"592","INLAND","376",169.394547,84.062586,19.190963,19.608087,15.556188,6.125825
"593","INLAND","376",169.394547,82.062586,19.190963,22.608087,16.556188,6.125825
"594","INLAND","377",174.051645,76.963572,20.954545,19.638325,13.809951,6.190111
"595","INLAND","377",169.394547,84.062586,21.190963,21.608087,15.556188,6.125825
"596","INLAND","377",173.394547,82.062586,19.190963,20.608087,15.556188,6.125825
"597","INLAND","377",173.394547,81.062586,19.190963,20.608087,15.556188,6.125825
"598","INLAND","377",174.394547,84.062586,21.190963,19.608087,15.556188,6.125825
"599","INLAND","379",166.051645,NA,20.954545,20.638325,15.809951,6.190111
"600","INLAND","379",NA,81.062586,19.190963,19.608087,13.556188,4.125825
"601","INLAND","379",166.394547,79.062586,21.190963,18.608087,15.556188,6.125825
"602","INLAND","379",166.394547,80.062586,21.190963,18.608087,14.556188,6.125825
"603","INLAND","379",167.394547,NA,21.190963,19.608087,15.556188,4.125825
"604","INLAND","379",170.394547,82.062586,21.190963,19.608087,13.556188,6.125825
"605","INLAND","379",170.394547,84.062586,21.190963,19.608087,15.556188,4.125825
"606","INLAND","385",157.051645,73.963572,18.954545,NA,NA,6.190111
"607","INLAND","385",165.394547,84.062586,21.190963,21.608087,20.556188,7.125825
"608","INLAND","386",165.051645,82.963572,20.954545,20.638325,15.809951,6.190111
"609","INLAND","386",171.394547,87.062586,21.190963,23.608087,15.556188,6.125825
"610","INLAND","452",163.051645,NA,20.954545,19.638325,15.809951,6.190111
"611","INLAND","452",164.394547,78.062586,19.190963,19.608087,15.556188,6.125825
"612","INLAND","452",165.394547,81.062586,19.190963,19.608087,15.556188,6.125825
"613","INLAND","452",166.394547,81.062586,19.190963,19.608087,15.556188,7.125825
"614","INLAND","452",167.394547,79.062586,17.190963,18.608087,15.556188,6.125825
"615","INLAND","452",168.394547,81.062586,21.190963,18.608087,15.556188,6.125825
"616","INLAND","470",163.051645,81.963572,20.954545,19.638325,16.809951,7.190111
"617","INLAND","470",157.394547,NA,21.190963,19.608087,15.556188,6.125825
"618","INLAND","470",165.394547,68.062586,19.190963,19.608087,16.556188,6.125825
"619","INLAND","474",170.051645,77.963572,20.954545,19.638325,15.809951,6.190111
"620","INLAND","474",NA,85.062586,21.190963,20.608087,15.556188,6.125825
"621","INLAND","482",165.051645,69.963572,20.954545,19.638325,15.809951,6.190111
"622","INLAND","482",155.394547,81.062586,21.190963,20.608087,15.556188,6.125825
"623","INLAND","482",155.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"624","INLAND","482",159.394547,84.062586,21.190963,22.608087,15.556188,6.125825
"625","INLAND","482",161.394547,78.062586,21.190963,22.608087,15.556188,7.125825
"626","INLAND","482",161.394547,83.062586,21.190963,21.608087,15.556188,6.125825
"627","INLAND","485",161.051645,81.963572,20.954545,19.638325,15.809951,6.190111
"628","INLAND","485",164.394547,83.062586,21.190963,21.608087,15.556188,6.125825
"629","INLAND","485",168.394547,79.062586,21.190963,21.608087,16.556188,6.125825
"630","INLAND","485",172.394547,85.062586,21.190963,21.608087,15.556188,6.125825
"631","INLAND","486",167.051645,79.963572,18.954545,19.638325,15.809951,6.190111
"632","INLAND","486",NA,NA,NA,22.608087,15.556188,6.125825
"633","INLAND","904",168.051645,NA,18.954545,21.638325,15.809951,6.190111
"634","INLAND","904",168.394547,79.062586,19.190963,19.608087,15.556188,8.125825
"635","INLAND","904",168.394547,80.062586,19.190963,19.608087,15.556188,6.125825
"636","INLAND","904",168.394547,82.062586,21.190963,19.608087,15.556188,6.125825
"637","INLAND","904",171.394547,78.062586,19.190963,19.608087,15.556188,6.125825
"638","INLAND","906",170.051645,80.963572,18.954545,19.638325,15.809951,6.190111
"639","INLAND","906",166.394547,80.062586,19.190963,19.608087,16.556188,6.125825
"640","INLAND","906",168.394547,78.062586,21.190963,20.608087,15.556188,5.125825
"641","INLAND","906",170.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"642","INLAND","906",173.394547,80.062586,21.190963,19.608087,15.556188,6.125825
"643","INLAND","908",168.051645,NA,20.954545,19.638325,15.809951,6.190111
"644","INLAND","908",164.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"645","INLAND","908",164.394547,83.062586,21.190963,21.608087,15.556188,6.125825
"646","INLAND","908",162.394547,78.062586,19.190963,20.608087,15.556188,6.125825
"647","INLAND","908",166.394547,81.062586,21.190963,19.608087,15.556188,5.125825
"648","INLAND","908",168.394547,74.062586,19.190963,19.608087,15.556188,6.125825
"649","INLAND","917",160.051645,NA,20.954545,19.638325,15.809951,6.190111
"650","INLAND","917",166.394547,79.062586,21.190963,19.608087,15.556188,5.125825
"651","INLAND","921",163.051645,74.963572,18.954545,19.638325,15.809951,7.190111
"652","INLAND","921",149.394547,75.062586,21.190963,19.608087,15.556188,6.125825
"653","INLAND","921",158.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"654","INLAND","921",170.394547,86.062586,21.190963,19.608087,16.556188,5.125825
"655","INLAND","921",171.394547,89.062586,19.190963,18.608087,15.556188,6.125825
"656","INLAND","922",165.051645,79.963572,20.954545,19.638325,15.809951,6.190111
"657","INLAND","922",161.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"658","INLAND","922",165.394547,76.062586,21.190963,19.608087,15.556188,6.125825
"659","INLAND","922",166.394547,74.062586,21.190963,19.608087,17.556188,7.125825
"660","INLAND","922",169.394547,79.062586,21.190963,19.608087,17.556188,7.125825
"661","INLAND","923",166.051645,82.963572,20.954545,19.638325,15.809951,6.190111
"662","INLAND","923",166.394547,82.062586,21.190963,20.608087,15.556188,6.125825
"663","INLAND","923",173.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"664","INLAND","926",169.051645,77.963572,20.954545,19.638325,15.809951,6.190111
"665","INLAND","926",165.394547,71.062586,19.190963,19.608087,16.556188,6.125825
"666","INLAND","926",165.394547,79.062586,19.190963,19.608087,18.556188,6.125825
"667","INLAND","926",167.394547,80.062586,21.190963,20.608087,18.556188,5.125825
"668","INLAND","926",169.394547,82.062586,21.190963,19.608087,17.556188,6.125825
"669","INLAND","926",172.394547,74.062586,21.190963,17.608087,17.556188,7.125825
"670","INLAND","927",158.051645,82.963572,20.954545,19.638325,15.809951,7.190111
"671","INLAND","927",157.394547,82.062586,19.190963,19.608087,15.556188,6.125825
"672","INLAND","927",159.394547,72.062586,17.190963,19.608087,15.556188,6.125825
"673","INLAND","927",159.394547,79.062586,21.190963,19.608087,16.556188,6.125825
"674","INLAND","927",160.394547,74.062586,19.190963,19.608087,15.556188,6.125825
"675","INLAND","927",161.394547,78.062586,19.190963,19.608087,15.556188,6.125825
"676","INLAND","927",169.394547,86.062586,19.190963,19.608087,15.556188,6.125825
"677","INLAND","930",162.051645,83.963572,18.954545,20.638325,15.809951,6.190111
"678","INLAND","930",160.394547,83.062586,19.190963,19.608087,16.556188,6.125825
"679","INLAND","930",163.394547,77.062586,21.190963,19.608087,17.556188,5.125825
"680","INLAND","930",167.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"681","INLAND","931",170.051645,80.963572,20.954545,20.638325,16.809951,6.190111
"682","INLAND","931",163.394547,81.062586,21.190963,19.608087,16.556188,4.125825
"683","INLAND","931",173.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"684","INLAND","931",172.394547,77.062586,21.190963,19.608087,15.556188,6.125825
"685","INLAND","931",174.394547,82.062586,21.190963,19.608087,16.556188,6.125825
"686","INLAND","933",168.051645,83.963572,18.954545,21.638325,16.809951,6.190111
"687","INLAND","933",168.394547,84.062586,19.190963,19.608087,14.556188,7.125825
"688","INLAND","935",163.051645,NA,20.954545,19.638325,15.809951,6.190111
"689","INLAND","935",164.394547,79.062586,19.190963,19.608087,21.556188,7.125825
"690","INLAND","935",159.394547,76.062586,19.190963,19.608087,15.556188,6.125825
"691","INLAND","935",167.394547,77.062586,19.190963,18.608087,14.556188,6.125825
"692","INLAND","936",167.051645,81.963572,18.954545,23.638325,15.809951,6.190111
"693","INLAND","936",NA,76.062586,21.190963,19.608087,15.556188,6.125825
"694","INLAND","936",NA,87.062586,21.190963,19.608087,16.556188,7.125825
"695","INLAND","936",163.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"696","INLAND","936",171.394547,78.062586,21.190963,20.608087,15.556188,6.125825
"697","INLAND","936",172.394547,79.062586,19.190963,19.608087,16.556188,7.125825
"698","INLAND","936",174.394547,81.062586,21.190963,19.608087,16.556188,6.125825
"699","INLAND","936",174.394547,85.062586,19.190963,19.608087,15.556188,7.125825
"700","INLAND","937",161.051645,NA,18.954545,19.638325,15.809951,6.190111
"701","INLAND","937",156.394547,72.062586,19.190963,19.608087,15.556188,6.125825
"702","INLAND","937",159.394547,74.062586,21.190963,19.608087,16.556188,6.125825
"703","INLAND","937",159.394547,73.062586,21.190963,19.608087,15.556188,6.125825
"704","INLAND","937",166.394547,NA,19.190963,19.608087,15.556188,6.125825
"705","INLAND","938",169.051645,NA,20.954545,19.638325,15.809951,6.190111
"706","INLAND","938",166.394547,75.062586,19.190963,19.608087,15.556188,6.125825
"707","INLAND","938",172.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"708","INLAND","938",172.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"709","INLAND","941",169.051645,75.963572,18.954545,19.638325,15.809951,6.190111
"710","INLAND","941",161.394547,76.062586,19.190963,19.608087,15.556188,4.125825
"711","INLAND","941",163.394547,75.062586,21.190963,19.608087,14.556188,7.125825
"712","INLAND","941",165.394547,72.062586,19.190963,21.608087,15.556188,6.125825
"713","INLAND","941",165.394547,77.062586,21.190963,19.608087,15.556188,6.125825
"714","INLAND","941",169.394547,71.062586,19.190963,20.608087,14.556188,6.125825
"715","INLAND","941",169.394547,77.062586,19.190963,19.608087,15.556188,7.125825
"716","INLAND","941",172.394547,77.062586,21.190963,19.608087,16.556188,5.125825
"717","INLAND","942",168.051645,NA,18.954545,21.638325,15.809951,6.190111
"718","INLAND","942",164.394547,79.062586,19.190963,19.608087,15.556188,6.125825
"719","INLAND","942",165.394547,75.062586,19.190963,19.608087,15.556188,5.125825
"720","INLAND","943",167.051645,87.963572,18.954545,20.638325,15.809951,8.190111
"721","INLAND","943",163.394547,83.062586,21.190963,19.608087,17.556188,7.125825
"722","INLAND","943",165.394547,80.062586,21.190963,19.608087,16.556188,7.125825
"723","INLAND","943",166.394547,80.062586,21.190963,19.608087,15.556188,6.125825
"724","INLAND","943",169.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"725","INLAND","944",166.051645,81.963572,20.954545,20.638325,15.809951,6.190111
"726","INLAND","944",164.394547,79.062586,19.190963,19.608087,15.556188,6.125825
"727","INLAND","946",161.051645,79.963572,20.954545,19.638325,15.809951,6.190111
"728","INLAND","946",165.394547,87.062586,19.190963,21.608087,16.556188,6.125825
"729","INLAND","946",165.394547,83.062586,19.190963,20.608087,15.556188,8.125825
"730","INLAND","948",161.051645,NA,20.954545,19.638325,15.809951,6.190111
"731","INLAND","948",NA,77.062586,21.190963,19.608087,15.556188,5.125825
"732","INLAND","948",167.394547,73.062586,21.190963,19.608087,15.556188,6.125825
"733","INLAND","948",163.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"734","INLAND","948",173.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"735","INLAND","949",164.051645,80.963572,18.954545,19.638325,15.809951,6.190111
"736","INLAND","949",NA,NA,19.190963,18.608087,15.556188,4.125825
"737","INLAND","949",157.394547,81.062586,21.190963,19.608087,15.556188,8.125825
"738","INLAND","949",171.394547,84.062586,19.190963,19.608087,15.556188,6.125825
"739","INLAND","950",166.051645,NA,20.954545,20.638325,15.809951,6.190111
"740","INLAND","950",165.394547,82.062586,21.190963,20.608087,17.556188,6.125825
"741","INLAND","950",168.394547,84.062586,19.190963,20.608087,17.556188,5.125825
"742","INLAND","950",168.394547,88.062586,21.190963,22.608087,15.556188,6.125825
"743","INLAND","950",169.394547,82.062586,21.190963,20.608087,15.556188,6.125825
"744","INLAND","950",169.394547,89.062586,21.190963,19.608087,15.556188,6.125825
"745","INLAND","950",170.394547,86.062586,21.190963,20.608087,15.556188,6.125825
"746","INLAND","950",172.394547,84.062586,21.190963,21.608087,15.556188,6.125825
"747","INLAND","950",173.394547,84.062586,19.190963,20.608087,16.556188,6.125825
"748","INLAND","951",170.051645,NA,20.954545,19.638325,15.809951,6.190111
"749","INLAND","951",160.394547,80.062586,21.190963,19.608087,15.556188,5.125825
"750","INLAND","951",166.394547,83.062586,19.190963,19.608087,15.556188,6.125825
"751","INLAND","951",167.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"752","INLAND","951",168.394547,83.062586,21.190963,21.608087,15.556188,6.125825
"753","INLAND","951",169.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"754","INLAND","951",169.394547,85.062586,19.190963,19.608087,15.556188,6.125825
"755","INLAND","951",171.394547,82.062586,21.190963,19.608087,15.556188,5.125825
"756","INLAND","951",172.394547,87.062586,21.190963,21.608087,16.556188,5.125825
"757","INLAND","954",166.051645,NA,20.954545,19.638325,15.809951,6.190111
"758","INLAND","954",158.394547,75.062586,21.190963,21.608087,15.556188,6.125825
"759","INLAND","954",161.394547,78.062586,21.190963,17.608087,15.556188,6.125825
"760","INLAND","954",167.394547,80.062586,19.190963,20.608087,15.556188,7.125825
"761","INLAND","954",168.394547,80.062586,21.190963,21.608087,15.556188,7.125825
"762","INLAND","981",166.051645,80.963572,18.954545,19.638325,15.809951,6.190111
"763","INLAND","981",165.394547,81.062586,21.190963,19.608087,15.556188,8.125825
"764","INLAND","981",167.394547,78.062586,19.190963,19.608087,14.556188,8.125825
"765","INLAND","981",167.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"766","INLAND","981",169.394547,77.062586,19.190963,20.608087,16.556188,8.125825
"767","INLAND","981",169.394547,81.062586,21.190963,19.608087,14.556188,6.125825
"768","INLAND","981",169.394547,83.062586,21.190963,20.608087,15.556188,6.125825
"769","INLAND","999",165.051645,NA,18.954545,19.638325,14.809951,6.190111
"770","INLAND","999",159.394547,77.062586,19.190963,19.608087,15.556188,6.125825
"771","INLAND","999",162.394547,79.062586,21.190963,20.608087,16.556188,6.125825
"772","INLAND","999",165.394547,79.062586,19.190963,19.608087,15.556188,6.125825
"773","INLAND","999",165.394547,79.062586,19.190963,19.608087,15.556188,6.125825
"774","INLAND","999",167.394547,77.062586,21.190963,19.608087,15.556188,7.125825
"775","INLAND","999",167.394547,78.062586,19.190963,19.608087,16.556188,6.125825
"776","INLAND","999",168.394547,78.062586,21.190963,19.608087,15.556188,7.125825
"777","INLAND","1006",169.051645,77.963572,18.954545,21.638325,16.809951,8.190111
"778","INLAND","1006",163.394547,84.062586,21.190963,20.608087,15.556188,6.125825
"779","INLAND","1006",166.394547,85.062586,21.190963,19.608087,15.556188,7.125825
"780","INLAND","1006",170.394547,81.062586,19.190963,19.608087,15.556188,7.125825
"781","INLAND","1010",167.051645,83.963572,20.954545,22.638325,15.809951,6.190111
"782","INLAND","1010",164.394547,84.062586,21.190963,22.608087,15.556188,6.125825
"783","INLAND","1010",165.394547,84.062586,21.190963,19.608087,15.556188,6.125825
"784","INLAND","1010",166.394547,82.062586,21.190963,19.608087,15.556188,6.125825
"785","INLAND","1010",168.394547,84.062586,21.190963,19.608087,15.556188,6.125825
"786","INLAND","1010",168.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"787","INLAND","1016",162.051645,75.963572,18.954545,19.638325,15.809951,6.190111
"788","INLAND","1016",158.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"789","INLAND","1016",159.394547,82.062586,19.190963,19.608087,15.556188,6.125825
"790","INLAND","1016",163.394547,80.062586,21.190963,19.608087,15.556188,7.125825
"791","INLAND","1018",169.051645,79.963572,18.954545,19.638325,15.809951,6.190111
"792","INLAND","1018",164.394547,89.062586,21.190963,19.608087,15.556188,6.125825
"793","INLAND","1018",167.394547,87.062586,21.190963,19.608087,15.556188,8.125825
"794","INLAND","1018",165.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"795","INLAND","1018",167.394547,84.062586,19.190963,18.608087,15.556188,6.125825
"796","INLAND","1019",165.051645,76.963572,18.954545,19.638325,15.809951,7.190111
"797","INLAND","1019",162.394547,84.062586,19.190963,19.608087,15.556188,6.125825
"798","INLAND","1019",168.394547,80.062586,21.190963,18.608087,15.556188,7.125825
"799","INLAND","1019",168.394547,81.062586,19.190963,19.608087,15.556188,6.125825
"800","INLAND","1022",179.051645,77.963572,18.954545,19.638325,15.809951,8.190111
"801","INLAND","1022",165.394547,88.062586,19.190963,19.608087,15.556188,7.125825
"802","INLAND","1022",165.394547,91.062586,19.190963,19.608087,15.556188,7.125825
"803","INLAND","1022",167.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"804","INLAND","1022",167.394547,90.062586,19.190963,19.608087,15.556188,6.125825
"805","INLAND","1022",168.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"806","INLAND","1024",163.051645,77.963572,18.954545,19.638325,15.809951,7.190111
"807","INLAND","1024",167.394547,79.062586,19.190963,19.608087,15.556188,6.125825
"808","INLAND","1024",171.394547,84.062586,19.190963,19.608087,13.556188,6.125825
"809","INLAND","1027",163.051645,82.963572,20.954545,19.638325,15.809951,6.190111
"810","INLAND","1027",NA,NA,21.190963,19.608087,15.556188,6.125825
"811","INLAND","1027",170.394547,86.062586,21.190963,19.608087,15.556188,5.125825
"812","INLAND","1027",170.394547,86.062586,21.190963,19.608087,16.556188,4.125825
"813","INLAND","1027",172.394547,87.062586,21.190963,19.608087,15.556188,4.125825
"814","INLAND","1054",167.051645,NA,18.954545,19.638325,15.809951,6.190111
"815","INLAND","1054",162.394547,81.062586,19.190963,19.608087,15.556188,8.125825
"816","INLAND","1054",165.394547,82.062586,19.190963,19.608087,15.556188,6.125825
"817","INLAND","1054",166.394547,83.062586,21.190963,16.608087,15.556188,8.125825
"818","INLAND","1073",163.051645,75.963572,18.954545,19.638325,15.809951,6.190111
"819","INLAND","1073",164.394547,74.062586,21.190963,19.608087,15.556188,6.125825
"820","INLAND","1080",166.051645,82.963572,18.954545,19.638325,15.809951,6.190111
"821","INLAND","1080",165.394547,75.062586,21.190963,20.608087,15.556188,4.125825
"822","INLAND","1080",170.394547,77.062586,19.190963,19.608087,15.556188,6.125825
"823","INLAND","1080",170.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"824","INLAND","1080",174.394547,81.062586,21.190963,20.608087,15.556188,6.125825
"825","INLAND","1088",165.051645,80.963572,20.954545,23.638325,17.809951,7.190111
"826","INLAND","1088",170.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"827","INLAND","1088",173.394547,79.062586,21.190963,21.608087,14.556188,6.125825
"828","INLAND","1088",174.394547,95.062586,21.190963,19.608087,14.556188,4.125825
"829","INLAND","1090",166.051645,74.963572,20.954545,19.638325,15.809951,6.190111
"830","INLAND","1090",168.394547,81.062586,21.190963,19.608087,15.556188,7.125825
"831","INLAND","1102",168.051645,85.963572,20.954545,22.638325,15.809951,6.190111
"832","INLAND","1102",NA,NA,19.190963,19.608087,15.556188,6.125825
"833","INLAND","1102",175.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"834","INLAND","1144",165.051645,81.963572,18.954545,19.638325,14.809951,6.190111
"835","INLAND","1144",170.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"836","INLAND","1144",174.394547,84.062586,21.190963,19.608087,15.556188,6.125825
"837","INLAND","1144",176.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"838","INLAND","1162",170.051645,79.963572,18.954545,22.638325,16.809951,6.190111
"839","INLAND","1162",166.394547,81.062586,19.190963,19.608087,15.556188,6.125825
"840","INLAND","1162",171.394547,81.062586,21.190963,20.608087,15.556188,7.125825
"841","INLAND","1162",173.394547,79.062586,19.190963,19.608087,16.556188,8.125825
"842","INLAND","1162",173.394547,82.062586,19.190963,19.608087,15.556188,7.125825
"843","INLAND","1166",166.051645,76.963572,18.954545,19.638325,15.809951,6.190111
"844","INLAND","1166",168.394547,84.062586,21.190963,19.608087,15.556188,7.125825
"845","INLAND","1166",169.394547,82.062586,21.190963,19.608087,14.556188,6.125825
"846","INLAND","1166",170.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"847","INLAND","1166",170.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"848","INLAND","1166",172.394547,86.062586,21.190963,19.608087,15.556188,6.125825
"849","INLAND","1166",174.394547,86.062586,21.190963,19.608087,16.556188,7.125825
"850","INLAND","1167",168.051645,82.963572,20.954545,19.638325,15.809951,6.190111
"851","INLAND","1167",162.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"852","INLAND","1167",163.394547,83.062586,21.190963,19.608087,15.556188,6.125825
"853","INLAND","1167",164.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"854","INLAND","1167",166.394547,83.062586,21.190963,20.608087,17.556188,8.125825
"855","INLAND","1178",168.051645,81.963572,18.954545,19.638325,15.809951,6.190111
"856","INLAND","1178",158.394547,87.062586,21.190963,19.608087,15.556188,6.125825
"857","INLAND","1178",157.394547,86.062586,19.190963,19.608087,15.556188,6.125825
"858","INLAND","1178",167.394547,86.062586,21.190963,19.608087,15.556188,6.125825
"859","INLAND","1178",160.394547,85.062586,21.190963,19.608087,15.556188,6.125825
"860","INLAND","1178",167.394547,88.062586,21.190963,19.608087,15.556188,6.125825
"861","INLAND","1178",171.394547,89.062586,19.190963,20.608087,15.556188,6.125825
"862","INLAND","1178",178.394547,92.062586,19.190963,19.608087,15.556188,7.125825
"863","INLAND","1181",163.051645,NA,18.954545,19.638325,15.809951,6.190111
"864","INLAND","1181",NA,NA,19.190963,20.608087,15.556188,6.125825
"865","INLAND","1181",NA,NA,21.190963,19.608087,15.556188,6.125825
"866","INLAND","1181",NA,76.062586,17.190963,NA,NA,NA
"867","INLAND","1181",164.394547,NA,19.190963,19.608087,15.556188,6.125825
"868","INLAND","1182",166.051645,82.963572,20.954545,19.638325,15.809951,6.190111
"869","INLAND","1182",NA,84.062586,19.190963,19.608087,15.556188,6.125825
"870","INLAND","1195",169.051645,77.963572,20.954545,19.638325,16.809951,6.190111
"871","INLAND","1195",161.394547,64.062586,21.190963,19.608087,16.556188,6.125825
"872","INLAND","1195",162.394547,74.062586,21.190963,19.608087,15.556188,6.125825
"873","INLAND","1195",172.394547,76.062586,21.190963,19.608087,15.556188,7.125825
"874","INLAND","1195",172.394547,77.062586,21.190963,18.608087,15.556188,6.125825
"875","INLAND","1198",172.051645,83.963572,18.954545,19.638325,15.809951,6.190111
"876","INLAND","1198",159.394547,81.062586,21.190963,19.608087,15.556188,5.125825
"877","INLAND","1198",169.394547,83.062586,21.190963,19.608087,14.556188,4.125825
"878","INLAND","1198",171.394547,84.062586,21.190963,20.608087,15.556188,5.125825
"879","INLAND","1199",168.051645,77.963572,20.954545,19.638325,15.809951,5.190111
"880","INLAND","1199",164.394547,64.062586,21.190963,20.608087,16.556188,6.125825
"881","INLAND","1199",165.394547,73.062586,21.190963,19.608087,15.556188,6.125825
"882","INLAND","1199",165.394547,75.062586,21.190963,20.608087,15.556188,6.125825
"883","INLAND","1199",166.394547,74.062586,21.190963,21.608087,16.556188,6.125825
"884","INLAND","1199",166.394547,78.062586,21.190963,19.608087,15.556188,6.125825
"885","INLAND","1199",167.394547,77.062586,21.190963,19.608087,14.556188,6.125825
"886","INLAND","1199",168.394547,76.062586,19.190963,19.608087,15.556188,6.125825
"887","INLAND","1199",168.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"888","INLAND","1199",169.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"889","INLAND","1209",166.051645,NA,18.954545,19.638325,15.809951,6.190111
"890","INLAND","1209",159.394547,73.062586,19.190963,19.608087,15.556188,6.125825
"891","INLAND","1209",167.394547,79.062586,21.190963,19.608087,17.556188,6.125825
"892","INLAND","1209",166.394547,80.062586,21.190963,20.608087,19.556188,7.125825
"893","INLAND","1209",169.394547,77.062586,19.190963,20.608087,15.556188,6.125825
"894","INLAND","1209",170.394547,75.062586,21.190963,20.608087,17.556188,7.125825
"895","INLAND","1210",167.051645,80.963572,20.954545,19.638325,15.809951,6.190111
"896","INLAND","1210",163.394547,81.062586,21.190963,19.608087,15.556188,6.125825
"897","INLAND","1210",164.394547,79.062586,21.190963,20.608087,15.556188,6.125825
"898","INLAND","1210",164.394547,79.062586,21.190963,21.608087,15.556188,6.125825
"899","INLAND","1210",165.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"900","INLAND","1210",166.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"901","INLAND","1210",169.394547,79.062586,21.190963,19.608087,15.556188,6.125825
"902","INLAND","1214",161.051645,79.963572,20.954545,19.638325,15.809951,6.190111
