"","population","family","body","sub","mid","ilab","slab","post"
"903","INLAND","1214",161.394547,77.062586,21.190963,21.608087,15.556188,6.125825
"904","INLAND","1214",164.394547,88.062586,21.190963,21.608087,15.556188,7.125825
"905","INLAND","1214",164.394547,88.062586,21.190963,20.608087,15.556188,7.125825
"906","INLAND","1215",160.051645,78.963572,18.954545,19.638325,17.809951,7.190111
"907","INLAND","1215",164.394547,80.062586,21.190963,19.608087,15.556188,7.125825
"908","COAST","496",152,70,19,18,14,6
"909","COAST","496",147,72,19,18,14,6
"910","COAST","496",147,77,19,18,14,6
"911","COAST","496",150,69,19,17,14,6
"912","COAST","496",151,69,19,18,14,6
"913","COAST","496",151,71,19,19,14,6
"914","COAST","496",152,72,19,18,14,6
"915","COAST","496",152,73,19,18,14,6
"916","COAST","496",153,70,19,19,14,6
"917","COAST","496",153,72,19,20,14,6
"918","COAST","504",149,74,19,18,15,6
"919","COAST","504",149,72,19,18,14,6
"920","COAST","504",150,72,19,18,16,6
"921","COAST","504",150,75,19,18,14,4
"922","COAST","504",150,75,19,18,16,6
"923","COAST","504",150,76,19,18,15,6
"924","COAST","504",150,76,19,18,16,6
"925","COAST","504",150,69,19,18,14,6
"926","COAST","504",151,74,19,18,14,6
"927","COAST","506",154,71,19,19,16,6
"928","COAST","506",152,71,19,18,15,6
"929","COAST","506",152,70,19,18,16,6
"930","COAST","506",153,76,19,20,15,6
"931","COAST","506",154,68,19,20,14,6
"932","COAST","506",154,72,19,19,16,6
"933","COAST","506",155,72,19,19,16,6
"934","COAST","506",156,72,19,18,15,6
"935","COAST","513",153,76,19,18,15,6
"936","COAST","513",150,68,19,19,14,6
"937","COAST","513",150,71,19,18,16,6
"938","COAST","513",150,74,19,18,16,6
"939","COAST","513",151,71,19,17,14,6
"940","COAST","513",153,71,19,19,14,6
"941","COAST","513",154,71,19,19,16,6
"942","COAST","514",154,NA,19,18,14,5
"943","COAST","514",150,69,19,19,12,4
"944","COAST","514",149,72,19,18,14,4
"945","COAST","514",152,71,19,20,15,4
"946","COAST","514",155,68,19,18,15,6
"947","COAST","514",153,67,19,18,14,5
"948","COAST","514",156,70,19,18,14,4
"949","COAST","517",152,70,17,16,16,6
"950","COAST","517",148,71,19,21,14,3
"951","COAST","517",152,69,19,19,14,6
"952","COAST","517",152,70,19,19,13,3
"953","COAST","517",154,69,21,20,14,6
"954","COAST","518",151,NA,19,NA,NA,6
"955","COAST","518",141,70,19,20,16,6
"956","COAST","518",147,67,19,19,14,5
"957","COAST","518",150,66,19,20,15,6
"958","COAST","518",153,69,19,20,16,5
"959","COAST","518",150,66,19,20,15,5
"960","COAST","518",157,66,19,19,16,6
"961","COAST","519",NA,76,19,19,16,6
"962","COAST","519",NA,74,NA,20,16,6
"963","COAST","519",149,69,19,20,14,5
"964","COAST","519",157,70,19,19,14,6
"965","COAST","520",152,68,19,16,14,6
"966","COAST","520",NA,NA,NA,20,14,6
"967","COAST","520",152,74,19,19,14,6
"968","COAST","520",158,65,19,20,16,6
"969","COAST","521",145,68,19,17,16,6
"970","COAST","521",143,76,19,18,16,6
"971","COAST","521",149,77,19,20,15,6
"972","COAST","521",150,70,19,19,14,4
"973","COAST","521",153,73,19,20,15,6
"974","COAST","527",155,77,19,18,15,6
"975","COAST","527",132,65,19,18,14,5
"976","COAST","527",146,64,17,20,14,5
"977","COAST","528",150,69,19,19,16,6
"978","COAST","528",146,74,19,19,14,5
"979","COAST","528",149,64,19,20,14,4
"980","COAST","528",149,70,19,20,15,6
"981","COAST","529",149,69,19,18,14,5
"982","COAST","529",149,75,19,18,16,6
"983","COAST","530",154,NA,17,19,16,6
"984","COAST","530",153,73,19,20,16,6
"985","COAST","530",155,73,19,18,14,6
"986","COAST","530",156,69,19,18,12,5
"987","COAST","530",157,68,19,18,14,4
"988","COAST","530",157,71,19,18,16,5
"989","COAST","530",158,73,19,19,16,6
"990","COAST","530",159,83,19,19,16,5
"991","COAST","532",155,71,19,19,14,6
"992","COAST","532",150,73,19,17,14,6
"993","COAST","532",151,69,19,16,15,6
"994","COAST","532",151,71,19,20,15,6
"995","COAST","532",153,70,19,18,14,6
"996","COAST","532",154,70,19,20,16,6
"997","COAST","532",154,72,19,18,16,5
"998","COAST","532",154,73,19,19,16,6
"999","COAST","532",156,71,19,19,16,5
"1000","COAST","533",153,72,19,18,16,6
"1001","COAST","533",NA,NA,19,19,16,6
"1002","COAST","533",152,70,19,20,16,6
"1003","COAST","533",152,72,19,19,16,6
"1004","COAST","533",153,69,19,20,16,6
"1005","COAST","533",154,72,19,19,16,6
"1006","COAST","533",157,76,19,20,16,6
"1007","COAST","533",158,72,19,20,14,6
"1008","COAST","536",148,NA,19,18,15,5
"1009","COAST","536",NA,66,19,NA,16,6
"1010","COAST","536",NA,68,19,18,15,5
"1011","COAST","536",148,70,19,20,16,6
"1012","COAST","536",148,75,19,20,14,6
"1013","COAST","536",150,68,19,20,14,6
"1014","COAST","538",153,74,19,19,14,5
"1015","COAST","538",151,69,19,21,14,6
"1016","COAST","538",154,71,19,20,16,5
"1017","COAST","538",131,62,19,20,16,5
"1018","COAST","538",155,76,19,20,16,6
"1019","COAST","538",157,72,19,20,15,6
"1020","COAST","539",153,73,19,19,15,7
"1021","COAST","539",NA,72,19,NA,16,8
"1022","COAST","539",153,68,19,20,15,6
"1023","COAST","547",150,71,17,18,16,6
"1024","COAST","547",149,74,17,19,15,6
"1025","COAST","547",150,71,19,20,16,6
"1026","COAST","547",151,70,19,20,16,6
"1027","COAST","551",NA,NA,19,19,15,6
"1028","COAST","551",NA,66,19,20,14,6
"1029","COAST","551",NA,69,19,20,14,6
"1030","COAST","551",152,67,19,21,NA,4
"1031","COAST","551",154,67,19,18,14,6
"1032","COAST","551",155,72,19,20,15,6
"1033","COAST","553",NA,78,19,18,14,6
"1034","COAST","553",NA,67,19,17,NA,4
"1035","COAST","555",149,70,19,17,14,5
"1036","COAST","555",159,68,19,20,15,5
"1037","COAST","574",152,70,19,19,14,4
"1038","COAST","574",151,73,19,19,16,5
"1039","COAST","574",151,72,19,18,16,6
"1040","COAST","574",152,NA,19,20,16,7
"1041","COAST","574",153,73,19,20,16,5
"1042","COAST","574",156,74,19,20,16,4
"1043","COAST","583",148,70,19,18,16,6
"1044","COAST","583",145,74,19,17,15,5
"1045","COAST","583",148,74,19,20,16,5
"1046","COAST","583",148,75,19,17,15,4
"1047","COAST","583",149,72,17,18,16,6
"1048","COAST","583",151,75,19,18,16,6
"1049","COAST","689",155,71,19,19,16,6
"1050","COAST","689",148,74,19,20,14,5
"1051","COAST","689",151,67,19,20,16,6
"1052","COAST","689",144,59,19,18,14,6
"1053","COAST","690",158,71,19,20,16,6
"1054","COAST","690",147,70,19,18,14,6
"1055","COAST","690",148,76,19,20,15,6
"1056","COAST","690",147,70,19,19,14,6
"1057","COAST","690",149,65,19,19,16,6
"1058","COAST","690",151,65,19,19,16,6
"1059","COAST","690",152,71,19,20,15,6
"1060","COAST","690",155,68,19,20,16,6
"1061","COAST","694",152,70,19,18,16,6
"1062","COAST","694",153,69,19,18,16,7
"1063","COAST","696",150,76,19,17,13,5
"1064","COAST","696",151,74,19,19,15,6
"1065","COAST","696",152,74,19,18,14,5
"1066","COAST","696",154,76,19,18,14,6
"1067","COAST","696",156,73,19,20,16,6
"1068","COAST","696",157,74,19,18,14,6
"1069","COAST","696",158,68,17,16,14,5
"1070","COAST","702",151,63,19,18,14,6
"1071","COAST","702",150,72,19,18,14,6
"1072","COAST","702",151,69,17,18,14,6
"1073","COAST","702",151,72,17,17,14,4
"1074","COAST","702",152,74,19,17,14,5
"1075","COAST","706",156,NA,19,19,15,6
"1076","COAST","706",150,72,19,18,14,6
"1077","COAST","706",153,73,19,18,14,6
"1078","COAST","706",152,70,19,17,15,6
"1079","COAST","706",154,70,19,18,14,6
"1080","COAST","706",155,76,19,18,16,6
"1081","COAST","710",151,70,17,19,16,5
"1082","COAST","710",NA,76,NA,19,15,6
"1083","COAST","710",147,62,19,19,16,5
"1084","COAST","710",147,69,19,18,15,6
"1085","COAST","710",148,70,19,19,16,5
"1086","COAST","710",150,65,19,20,14,6
"1087","COAST","714",147,NA,19,18,14,6
"1088","COAST","714",150,70,19,18,16,6
"1089","COAST","714",150,71,19,19,15,7
"1090","COAST","714",152,72,17,18,16,6
"1091","COAST","719",149,71,19,20,16,6
"1092","COAST","719",148,65,19,19,16,6
"1093","COAST","719",149,71,19,19,16,6
"1094","COAST","719",150,68,19,19,16,5
"1095","COAST","719",151,72,19,19,16,6
"1096","COAST","719",152,66,19,19,16,6
"1097","COAST","719",152,71,19,20,15,7
"1098","COAST","730",156,75,19,20,16,6
"1099","COAST","730",144,70,19,21,15,6
"1100","COAST","730",151,72,19,18,16,6
"1101","COAST","730",153,69,19,18,16,6
"1102","COAST","730",154,75,19,19,16,6
"1103","COAST","730",154,78,19,20,16,6
"1104","COAST","730",155,70,19,19,16,6
"1105","COAST","730",156,75,19,19,16,6
"1106","COAST","730",158,74,19,19,16,6
"1107","COAST","732",151,73,19,17,15,6
"1108","COAST","732",154,77,19,18,15,6
"1109","COAST","732",157,77,19,20,14,6
"1110","COAST","732",158,79,19,19,14,5
"1111","COAST","735",153,65,17,18,15,6
"1112","COAST","735",151,NA,19,20,16,6
"1113","COAST","735",154,NA,19,20,16,6
"1114","COAST","739",NA,NA,19,20,16,5
"1115","COAST","739",NA,67,19,20,16,6
"1116","COAST","739",148,67,19,20,16,4
"1117","COAST","739",152,71,19,19,16,5
"1118","COAST","739",153,72,19,19,14,5
"1119","COAST","739",154,72,19,20,16,5
"1120","COAST","747",146,70,19,18,16,7
"1121","COAST","747",145,72,19,18,15,6
"1122","COAST","747",145,68,19,17,16,6
"1123","COAST","747",146,75,19,18,16,6
"1124","COAST","747",147,77,19,18,14,4
"1125","COAST","747",148,69,19,18,14,6
"1126","COAST","747",150,72,19,18,16,6
"1127","COAST","747",151,70,19,18,15,5
"1128","COAST","748",154,72,19,20,15,6
"1129","COAST","748",150,71,19,18,13,6
"1130","COAST","748",155,70,19,18,14,6
"1131","COAST","748",155,72,19,20,14,6
"1132","COAST","748",157,71,19,18,14,6
"1133","COAST","748",157,77,19,20,16,5
"1134","COAST","748",157,77,19,20,16,6
"1135","COAST","748",158,74,19,20,14,6
"1136","COAST","750",144,72,19,18,16,6
"1137","COAST","750",NA,NA,19,19,16,6
"1138","COAST","750",153,71,19,20,15,6
"1139","COAST","750",150,58,19,20,15,6
"1140","COAST","751",NA,77,19,19,16,6
"1141","COAST","751",152,74,19,20,16,5
"1142","COAST","751",154,76,19,20,15,5
"1143","COAST","751",156,74,19,20,16,6
"1144","COAST","868",146,NA,19,18,14,5
"1145","COAST","868",150,70,19,20,15,6
"1146","COAST","868",150,72,19,20,14,6
"1147","COAST","868",151,70,19,19,16,6
"1148","COAST","868",152,69,19,18,13,6
"1149","COAST","868",152,70,19,18,14,5
"1150","COAST","868",153,72,19,18,14,6
"1151","COAST","868",154,72,19,18,14,6
"1152","COAST","869",150,63,19,20,16,6
"1153","COAST","869",154,70,19,18,16,6
"1154","COAST","869",153,74,19,18,15,6
"1155","COAST","869",155,70,19,19,16,6
"1156","COAST","869",155,72,19,20,14,6
"1157","COAST","869",156,75,19,20,14,6
"1158","COAST","869",156,70,19,18,15,6
"1159","COAST","869",157,70,19,19,16,6
"1160","COAST","869",157,71,19,18,14,5
"1161","COAST","869",159,74,19,20,14,6
"1162","COAST","870",150,73,19,17,15,6
"1163","COAST","870",146,78,19,18,15,5
"1164","COAST","870",147,68,19,18,14,6
"1165","COAST","870",151,75,19,18,14,6
"1166","COAST","870",153,78,19,18,14,6
"1167","COAST","870",154,74,19,18,15,6
"1168","COAST","870",155,78,19,18,14,6
"1169","COAST","870",157,78,19,18,14,6
"1170","COAST","870",158,75,19,18,16,6
"1171","COAST","874",151,74,19,20,16,6
"1172","COAST","874",149,73,19,18,16,6
"1173","COAST","874",150,70,19,20,16,6
"1174","COAST","874",151,68,19,19,16,6
"1175","COAST","874",151,70,19,18,16,6
"1176","COAST","874",152,66,19,18,16,6
"1177","COAST","874",152,71,19,18,16,6
"1178","COAST","874",153,69,19,18,16,6
"1179","COAST","874",156,71,19,20,16,6
"1180","COAST","874",156,77,19,19,16,6
"1181","COAST","874",157,69,19,18,16,6
"1182","COAST","874",159,76,19,20,16,6
"1183","COAST","875",157,NA,19,18,16,6
"1184","COAST","875",152,70,19,20,16,6
"1185","COAST","875",154,73,19,18,15,6
"1186","COAST","875",156,77,19,18,16,6
"1187","COAST","876",153,67,19,20,16,6
"1188","COAST","876",149,72,19,20,16,7
"1189","COAST","876",151,73,19,20,16,6
"1190","COAST","876",152,70,19,20,16,6
"1191","COAST","876",152,70,19,20,16,6
"1192","COAST","876",152,74,19,18,16,6
"1193","COAST","876",153,72,19,20,16,6
"1194","COAST","876",155,69,19,20,16,6
"1195","COAST","876",155,71,19,19,16,6
"1196","COAST","876",158,75,19,20,16,6
"1197","COAST","878",149,72,17,17,14,6
"1198","COAST","878",148,74,19,18,14,6
"1199","COAST","878",144,74,19,17,14,6
"1200","COAST","878",150,71,19,19,14,6
"1201","COAST","878",151,71,19,19,14,5
"1202","COAST","878",151,74,19,18,14,6
"1203","COAST","879",153,75,19,18,14,6
"1204","COAST","879",148,68,19,19,16,6
"1205","COAST","879",156,70,19,17,14,6
"1206","COAST","879",159,71,19,19,14,6
"1207","COAST","879",163,70,19,18,14,6
"1208","COAST","880",149,73,19,20,16,6
"1209","COAST","880",153,74,19,20,16,4
"1210","COAST","880",155,73,19,20,16,6
"1211","COAST","880",155,70,19,19,15,5
"1212","COAST","880",156,70,17,18,16,6
"1213","COAST","880",161,77,19,19,14,6
"1214","COAST","883",150,73,19,18,15,6
"1215","COAST","883",151,73,19,18,16,5
"1216","COAST","883",152,77,19,20,16,6
"1217","COAST","883",152,78,19,20,16,6
"1218","COAST","883",153,74,19,18,16,6
"1219","COAST","883",153,75,19,21,16,6
"1220","COAST","883",152,69,19,19,14,6
"1221","COAST","883",154,71,19,20,16,6
"1222","COAST","883",154,73,19,18,16,6
"1223","COAST","883",155,73,19,18,16,4
"1224","COAST","883",150,73,19,17,15,5
"1225","COAST","883",157,68,19,18,15,6
"1226","COAST","883",154,73,19,18,14,5
"1227","COAST","884",148,64,19,18,14,6
"1228","COAST","884",148,73,19,20,16,4
"1229","COAST","884",149,68,19,18,16,6
"1230","COAST","884",149,69,19,18,16,6
"1231","COAST","884",149,73,19,18,16,6
"1232","COAST","884",151,70,19,18,16,6
"1233","COAST","884",154,71,19,18,15,6
"1234","COAST","884",154,70,19,18,16,6
"1235","COAST","885",150,65,19,18,14,6
"1236","COAST","885",148,67,19,17,16,6
"1237","COAST","885",149,73,19,18,16,6
"1238","COAST","885",149,69,19,18,15,6
"1239","COAST","885",150,71,19,18,16,5
"1240","COAST","885",151,73,19,18,16,6
"1241","COAST","885",151,68,19,19,16,6
"1242","COAST","885",152,71,19,17,15,6
"1243","COAST","885",154,68,19,18,16,6
"1244","COAST","885",155,67,19,16,16,6
"1245","COAST","886",150,75,17,18,16,6
"1246","COAST","886",152,75,19,17,15,6
"1247","COAST","886",154,77,19,17,16,6
"1248","COAST","886",154,80,19,17,14,5
"1249","COAST","886",155,74,19,20,16,6
"1250","COAST","886",155,73,19,18,14,5
"1251","COAST","886",156,80,19,18,16,6
"1252","COAST","887",149,70,19,18,14,6
"1253","COAST","887",146,72,19,20,15,6
"1254","COAST","887",149,69,19,20,14,6
"1255","COAST","887",151,72,19,20,16,6
"1256","COAST","888",152,72,19,19,16,6
"1257","COAST","888",NA,68,NA,18,14,6
"1258","COAST","889",155,66,19,20,16,6
"1259","COAST","889",154,74,19,18,15,5
"1260","COAST","889",155,72,19,18,14,6
"1261","COAST","889",155,71,19,19,16,6
"1262","COAST","889",156,69,19,19,16,5
"1263","COAST","889",156,71,19,18,16,6
"1264","COAST","889",157,72,19,19,16,6
"1265","COAST","889",158,71,19,20,16,6
"1266","COAST","890",149,71,19,19,16,6
"1267","COAST","890",146,71,19,18,15,6
"1268","COAST","890",148,74,19,20,15,6
"1269","COAST","890",149,72,19,18,15,6
"1270","COAST","890",151,69,19,20,16,5
"1271","COAST","890",152,74,19,20,15,6
"1272","COAST","890",153,71,19,18,14,6
"1273","COAST","890",155,82,19,18,14,6
"1274","COAST","891",152,72,19,19,16,6
"1275","COAST","891",148,68,19,20,16,6
"1276","COAST","891",150,70,19,19,15,6
"1277","COAST","891",152,70,19,19,15,6
"1278","COAST","891",152,74,19,18,14,6
"1279","COAST","891",154,71,17,18,14,6
"1280","COAST","893",149,74,17,17,14,5
"1281","COAST","893",148,75,19,18,13,6
"1282","COAST","893",150,74,19,18,13,6
"1283","COAST","893",151,74,19,18,13,6
"1284","COAST","893",152,73,19,18,14,6
"1285","COAST","894",153,NA,19,18,15,5
"1286","COAST","894",152,76,19,18,14,6
"1287","COAST","894",152,76,19,20,15,6
"1288","COAST","894",151,75,17,19,14,6
"1289","COAST","894",153,72,19,20,16,6
"1290","COAST","903",150,67,19,20,16,4
"1291","COAST","903",150,68,19,18,16,6
"1292","COAST","903",150,69,19,18,16,5
"1293","COAST","903",151,68,19,18,14,6
"1294","COAST","903",152,70,19,20,16,6
"1295","COAST","903",153,72,19,18,16,5
"1296","COAST","914",146,69,19,18,15,6
"1297","COAST","914",150,63,19,20,16,6
"1298","COAST","914",151,63,19,20,16,6
"1299","COAST","914",153,68,19,20,16,6
"1300","COAST","915",154,66,17,20,14,5
"1301","COAST","915",154,68,19,18,15,6
"1302","COAST","915",154,66,19,18,16,6
"1303","COAST","915",156,66,19,18,14,6
"1304","COAST","915",156,70,19,18,14,6
"1305","COAST","932",155,NA,19,19,16,6
"1306","COAST","932",NA,74,NA,NA,NA,6
"1307","COAST","932",148,75,19,20,14,6
"1308","COAST","932",151,71,19,20,16,6
"1309","COAST","932",151,77,19,20,14,6
"1310","COAST","932",153,77,19,18,14,6
"1311","COAST","1130",149,71,19,18,14,5
"1312","COAST","1130",150,74,19,19,15,6
"1313","COAST","1130",153,74,19,19,15,6
"1314","COAST","1130",154,73,19,18,16,6
"1315","COAST","1130",155,73,17,18,14,6
"1316","COAST","1132",150,NA,19,19,16,5
"1317","COAST","1134",155,NA,19,16,14,6
"1318","COAST","1134",144,73,19,18,14,6
"1319","COAST","1134",152,74,19,19,14,6
"1320","COAST","1134",152,70,19,18,14,6
"1321","COAST","1134",155,74,19,18,16,6
"1322","COAST","1134",159,78,19,18,14,6
"1323","COAST","1136",150,NA,19,19,16,5
"1324","COAST","1136",146,72,19,17,14,6
"1325","COAST","1137",147,75,19,20,16,5
"1326","COAST","1137",146,73,19,18,15,6
"1327","COAST","1137",148,NA,19,20,15,6
"1328","COAST","1139",159,74,19,20,16,5
"1329","COAST","1139",154,73,19,20,16,6
"1330","COAST","1139",156,71,19,20,16,6
"1331","COAST","1139",158,70,19,20,16,6
"1332","COAST","1139",158,73,19,20,16,6
"1333","COAST","1139",158,73,19,20,16,6
"1334","COAST","1148",150,NA,19,20,16,6
"1335","COAST","1148",149,71,19,18,16,6
"1336","COAST","1148",153,75,21,20,15,6
"1337","COAST","1148",152,73,19,18,14,6
"1338","COAST","1148",154,71,19,19,15,6
"1339","COAST","1150",154,NA,19,19,15,4
"1340","COAST","1150",NA,NA,NA,20,15,5
"1341","COAST","1150",150,75,19,20,15,6
"1342","COAST","1150",152,73,19,20,15,6
"1343","COAST","1150",154,76,19,20,15,6
"1344","COAST","1150",155,83,19,19,15,6
"1345","COAST","1150",157,76,19,19,14,6
"1346","COAST","1150",160,76,19,20,14,4
"1347","COAST","1151",150,63,19,20,16,6
"1348","COAST","1151",148,71,19,19,16,6
"1349","COAST","1151",152,75,19,18,15,6
"1350","COAST","1154",150,NA,19,18,16,6
"1351","COAST","1154",149,73,19,19,16,7
"1352","COAST","1154",149,74,19,18,16,6
"1353","COAST","1154",153,75,19,18,16,6
"1354","COAST","1154",158,71,19,20,15,6
"1355","COAST","1172",149,69,19,20,16,6
"1356","COAST","1172",149,64,19,20,16,6
"1357","COAST","201",NA,71.509153,17.432901,18.099474,14.210526,6.111888
"1358","COAST","201",146.469346,68.374585,19.117487,18.31799,15.016342,6.174287
"1359","COAST","201",148.469346,65.374585,19.117487,18.31799,16.016342,6.174287
"1360","COAST","201",149.469346,65.374585,19.117487,18.31799,16.016342,6.174287
"1361","COAST","201",150.469346,63.374585,17.117487,16.31799,16.016342,6.174287
"1362","COAST","201",150.469346,70.374585,19.117487,20.31799,15.016342,6.174287
"1363","COAST","201",154.469346,67.374585,19.117487,19.31799,16.016342,6.174287
"1364","COAST","201",155.469346,69.374585,19.117487,18.31799,16.016342,6.174287
"1365","COAST","211",150.753788,72.509153,17.432901,20.099474,16.210526,4.111888
"1366","COAST","211",NA,71.374585,17.117487,18.31799,16.016342,6.174287
"1367","COAST","211",NA,71.374585,19.117487,19.31799,16.016342,6.174287
"1368","COAST","211",NA,74.374585,19.117487,20.31799,14.016342,4.174287
"1369","COAST","211",NA,77.374585,19.117487,20.31799,14.016342,6.174287
"1370","COAST","211",150.469346,75.374585,19.117487,18.31799,15.016342,3.174287
"1371","COAST","211",150.469346,75.374585,19.117487,18.31799,14.016342,6.174287
"1372","COAST","211",153.469346,72.374585,19.117487,18.31799,14.016342,5.174287
"1373","COAST","211",154.469346,77.374585,17.117487,18.31799,16.016342,5.174287
"1374","COAST","211",157.469346,73.374585,19.117487,19.31799,16.016342,6.174287
"1375","COAST","215",NA,63.509153,19.432901,19.099474,15.210526,6.111888
"1376","COAST","215",148.469346,64.374585,19.117487,17.31799,15.016342,6.174287
"1377","COAST","215",150.469346,65.374585,19.117487,18.31799,15.016342,6.174287
"1378","COAST","215",150.469346,67.374585,17.117487,19.31799,14.016342,5.174287
"1379","COAST","215",151.469346,71.374585,19.117487,18.31799,15.016342,6.174287
"1380","COAST","215",151.469346,68.374585,19.117487,18.31799,16.016342,6.174287
"1381","COAST","215",152.469346,64.374585,19.117487,18.31799,15.016342,6.174287
"1382","COAST","215",152.469346,67.374585,19.117487,18.31799,15.016342,4.174287
"1383","COAST","215",152.469346,68.374585,19.117487,19.31799,15.016342,6.174287
"1384","COAST","215",155.469346,64.374585,19.117487,19.31799,14.016342,6.174287
"1385","COAST","242",NA,72.509153,19.432901,19.099474,16.210526,5.111888
"1386","COAST","242",152.469346,65.374585,19.117487,19.31799,16.016342,5.174287
"1387","COAST","242",153.469346,70.374585,19.117487,19.31799,15.016342,4.174287
"1388","COAST","242",154.469346,68.374585,19.117487,18.31799,16.016342,5.174287
"1389","COAST","242",154.469346,69.374585,19.117487,19.31799,14.016342,5.174287
"1390","COAST","242",154.469346,71.374585,19.117487,16.31799,15.016342,4.174287
"1391","COAST","242",155.469346,70.374585,19.117487,18.31799,15.016342,6.174287
"1392","COAST","242",155.469346,71.374585,19.117487,18.31799,16.016342,6.174287
"1393","COAST","242",157.469346,66.374585,19.117487,18.31799,16.016342,6.174287
"1394","COAST","242",158.469346,70.374585,19.117487,18.31799,16.016342,6.174287
"1395","COAST","242",159.469346,67.374585,19.117487,20.31799,16.016342,5.174287
"1396","COAST","247",154.753788,73.509153,19.432901,17.099474,15.210526,5.111888
"1397","COAST","247",146.469346,73.374585,17.117487,20.31799,15.016342,6.174287
"1398","COAST","247",155.469346,78.374585,19.117487,18.31799,16.016342,4.174287
"1399","COAST","247",156.469346,74.374585,19.117487,17.31799,16.016342,6.174287
"1400","COAST","247",156.469346,77.374585,19.117487,19.31799,16.016342,6.174287
"1401","COAST","247",156.469346,76.374585,19.117487,20.31799,16.016342,6.174287
"1402","COAST","250",148.753788,65.509153,17.432901,18.099474,12.210526,4.111888
"1403","COAST","250",150.469346,66.374585,19.117487,18.31799,16.016342,4.174287
"1404","COAST","250",154.469346,70.374585,19.117487,18.31799,15.016342,7.174287
"1405","COAST","251",158.753788,70.509153,19.432901,19.099474,16.210526,6.111888
"1406","COAST","251",150.469346,72.374585,19.117487,20.31799,16.016342,5.174287
"1407","COAST","251",152.469346,71.374585,19.117487,20.31799,16.016342,6.174287
"1408","COAST","251",152.469346,73.374585,19.117487,20.31799,16.016342,6.174287
"1409","COAST","251",152.469346,75.374585,19.117487,20.31799,16.016342,6.174287
"1410","COAST","251",153.469346,72.374585,19.117487,20.31799,16.016342,6.174287
"1411","COAST","251",154.469346,69.374585,19.117487,20.31799,14.016342,6.174287
"1412","COAST","251",154.469346,73.374585,21.117487,20.31799,16.016342,6.174287
"1413","COAST","251",155.469346,72.374585,19.117487,20.31799,16.016342,6.174287
"1414","COAST","251",156.469346,72.374585,19.117487,19.31799,16.016342,6.174287
"1415","COAST","264",152.753788,75.509153,17.432901,19.099474,15.210526,6.111888
"1416","COAST","264",152.469346,72.374585,19.117487,20.31799,16.016342,6.174287
"1417","COAST","264",153.469346,71.374585,19.117487,20.31799,16.016342,6.174287
"1418","COAST","264",154.469346,73.374585,19.117487,20.31799,16.016342,6.174287
"1419","COAST","264",155.469346,72.374585,19.117487,19.31799,14.016342,6.174287
"1420","COAST","338",148.753788,68.509153,19.432901,20.099474,16.210526,6.111888
"1421","COAST","338",130.469346,68.374585,19.117487,18.31799,15.016342,5.174287
"1422","COAST","338",146.469346,NA,19.117487,18.31799,16.016342,6.174287
"1423","COAST","338",145.469346,68.374585,19.117487,16.31799,14.016342,6.174287
"1424","COAST","338",147.469346,72.374585,19.117487,18.31799,16.016342,6.174287
"1425","COAST","338",148.469346,69.374585,19.117487,18.31799,16.016342,6.174287
"1426","COAST","338",149.469346,NA,19.117487,16.31799,16.016342,6.174287
"1427","COAST","346",NA,NA,19.432901,18.099474,14.210526,6.111888
"1428","COAST","346",148.469346,70.374585,17.117487,16.31799,14.016342,6.174287
"1429","COAST","346",148.469346,82.374585,19.117487,19.31799,14.016342,4.174287
"1430","COAST","346",150.469346,67.374585,17.117487,15.31799,14.016342,5.174287
"1431","COAST","346",151.469346,68.374585,19.117487,18.31799,15.016342,6.174287
"1432","COAST","346",151.469346,70.374585,19.117487,19.31799,14.016342,6.174287
"1433","COAST","346",151.469346,74.374585,19.117487,18.31799,16.016342,4.174287
"1434","COAST","346",152.469346,70.374585,19.117487,18.31799,16.016342,4.174287
"1435","COAST","346",154.469346,74.374585,19.117487,18.31799,14.016342,5.174287
"1436","COAST","346",155.469346,73.374585,19.117487,16.31799,14.016342,6.174287
"1437","COAST","346",157.469346,72.374585,19.117487,16.31799,16.016342,4.174287
"1438","COAST","362",148.753788,72.509153,19.432901,18.099474,15.210526,6.111888
"1439","COAST","362",147.469346,72.374585,19.117487,17.31799,13.016342,6.174287
"1440","COAST","362",151.469346,71.374585,19.117487,18.31799,13.016342,6.174287
"1441","COAST","362",152.469346,76.374585,19.117487,18.31799,14.016342,6.174287
"1442","COAST","403",149.753788,74.509153,19.432901,17.099474,15.210526,5.111888
"1443","COAST","403",151.469346,74.374585,19.117487,18.31799,14.016342,6.174287
"1444","COAST","403",162.469346,74.374585,19.117487,18.31799,16.016342,6.174287
"1445","COAST","412",149.753788,68.509153,17.432901,17.099474,14.210526,6.111888
"1446","COAST","412",145.469346,68.374585,19.117487,20.31799,14.016342,6.174287
"1447","COAST","412",149.469346,70.374585,19.117487,18.31799,14.016342,5.174287
"1448","COAST","412",149.469346,73.374585,17.117487,17.31799,15.016342,3.174287
"1449","COAST","412",150.469346,69.374585,19.117487,17.31799,15.016342,4.174287
"1450","COAST","418",152.753788,59.509153,19.432901,19.099474,16.210526,4.111888
"1451","COAST","418",NA,71.374585,17.117487,18.31799,14.016342,6.174287
"1452","COAST","418",NA,71.374585,19.117487,18.31799,14.016342,6.174287
"1453","COAST","418",147.469346,70.374585,19.117487,18.31799,16.016342,6.174287
